@RELATION ../FichierARFF

@ATTRIBUTE NbPixelsNoirs numeric
@ATTRIBUTE NbPixelsNoirs_1 numeric
@ATTRIBUTE NbPixelsNoirs_2 numeric
@ATTRIBUTE NbPixelsNoirs_3 numeric
@ATTRIBUTE NbPixelsNoirs_4 numeric
@ATTRIBUTE NbPixelsNoirs_5 numeric
@ATTRIBUTE NbPixelsNoirs_6 numeric
@ATTRIBUTE NbPixelsNoirs_7 numeric
@ATTRIBUTE NbPixelsNoirs_8 numeric
@ATTRIBUTE NbPixelsNoirs_9 numeric
@ATTRIBUTE Hauteur numeric
@ATTRIBUTE Largeur numeric
@ATTRIBUTE Air numeric
@ATTRIBUTE barycentreX numeric
@ATTRIBUTE barycentreY numeric
@ATTRIBUTE 1nbCercles numeric
@ATTRIBUTE 1CercleSize numeric
@ATTRIBUTE 1CercleX numeric
@ATTRIBUTE 1CercleY numeric
@ATTRIBUTE 2nbCercles numeric
@ATTRIBUTE 2CercleSize numeric
@ATTRIBUTE 2CercleX numeric
@ATTRIBUTE 2CercleY numeric
@ATTRIBUTE 3nbCercles numeric
@ATTRIBUTE 3CercleSize numeric
@ATTRIBUTE 3CercleX numeric
@ATTRIBUTE 3CercleY numeric
@ATTRIBUTE 4nbCercles numeric
@ATTRIBUTE 4CercleSize numeric
@ATTRIBUTE 4CercleX numeric
@ATTRIBUTE 4CercleY numeric
@ATTRIBUTE 5nbCercles numeric
@ATTRIBUTE 5CercleSize numeric
@ATTRIBUTE 5CercleX numeric
@ATTRIBUTE 5CercleY numeric
@ATTRIBUTE class {accident, bomb, car, casualty, electricity, fire, fireBrigade, flood, gas, injury, paramedics, person, police, roadBlock}

@DATA
6926,267,736,1043,860,422,1367,703,823,870,113,109,1083,115,199,1,93,131,138,0,-1,-1,-1,1,93,131,138,0,-1,-1,-1,1,93,131,138,accident
7894,895,782,1049,998,813,1545,170,1108,560,116,100,1324.5,205,197,1,91,142,115,0,-1,-1,-1,1,91,142,115,1,91,142,115,0,-1,-1,-1,accident
5768,53,602,812,1077,624,1159,0,611,853,93,136,1307.5,119,166,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
7321,185,877,881,1298,771,1351,35,796,1094,95,120,1340,108,200,1,85,118,155,1,85,118,155,0,-1,-1,-1,0,-1,-1,-1,1,85,118,155,accident
8053,260,797,1269,1124,542,1539,460,991,1195,97,105,12012,125,149,1,40,151,155,0,-1,-1,-1,1,40,151,155,0,-1,-1,-1,1,40,151,155,accident
8395,989,942,1351,926,1089,1678,0,1075,454,110,104,1299.5,112,137,1,51,134,148,0,-1,-1,-1,1,51,134,148,0,-1,-1,-1,1,51,134,148,accident
6219,560,627,779,831,1209,1154,0,166,913,92,134,1381,113,134,1,48,83,206,1,48,83,206,0,-1,-1,-1,0,-1,-1,-1,1,48,83,206,accident
6133,0,445,946,1110,1144,936,0,402,1054,97,126,1187,126,175,1,37,149,168,0,-1,-1,-1,1,37,149,168,0,-1,-1,-1,1,37,149,168,accident
6808,362,703,1104,1104,950,1346,0,517,819,106,124,1319.5,105,206,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4762,0,400,850,767,323,896,399,605,684,150,163,1484.5,152,212,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4713,5,462,618,932,471,1149,1,513,572,134,181,1859,135,217,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4593,22,545,571,1008,744,899,0,379,381,115,163,1477,129,245,1,61,102,170,1,61,102,170,0,-1,-1,-1,0,-1,-1,-1,1,61,102,170,accident
5105,1,531,568,955,551,1103,260,601,566,111,161,1594.5,141,198,1,89,111,145,1,89,111,145,0,-1,-1,-1,0,-1,-1,-1,1,89,111,145,accident
6035,87,723,907,1151,345,903,51,845,1003,120,141,1528.5,98,221,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
8106,0,255,1147,1137,1758,1275,494,1236,814,66,79,610.5,24,242,1,35,117,136,1,35,117,136,0,-1,-1,-1,0,-1,-1,-1,1,35,117,136,accident
8474,0,806,1294,1432,1822,1737,0,896,338,57,77,638.5,147,211,1,29,99,150,1,29,99,150,0,-1,-1,-1,0,-1,-1,-1,1,29,99,150,accident
9623,1,881,1574,2024,1368,1946,30,1207,503,67,79,720.5,91,241,1,27,139,206,0,-1,-1,-1,1,27,139,206,0,-1,-1,-1,1,27,139,206,accident
8059,543,1082,1246,1399,989,1387,0,1018,464,66,79,591.5,117,198,1,40,145,132,0,-1,-1,-1,1,40,145,132,0,-1,-1,-1,1,40,145,132,accident
10998,45,1248,1834,1832,991,1934,418,1533,1207,75,70,802,142,127,1,55,104,132,1,55,104,132,0,-1,-1,-1,0,-1,-1,-1,1,55,104,132,accident
6540,0,224,852,833,1058,1334,215,1069,962,57,83,496.5,43,248,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
8865,281,1170,972,1424,868,1379,548,1261,1435,69,64,480.5,128,230,1,87,118,149,1,87,118,149,0,-1,-1,-1,0,-1,-1,-1,1,87,118,149,accident
7222,0,787,1122,1096,892,1229,357,1169,913,69,77,492,189,231,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
5041,0,557,681,1301,927,692,6,774,165,78,101,594,189,244,1,81,110,155,1,81,110,155,0,-1,-1,-1,0,-1,-1,-1,1,81,110,155,accident
7643,0,630,1321,1820,1330,1023,0,840,712,86,95,855,156,205,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
6003,44,670,1144,1301,581,741,263,840,835,140,135,1455.5,128,193,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
6216,130,698,1177,1041,599,631,570,735,767,137,135,23860.5,132,149,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4989,17,575,765,1014,489,663,392,638,509,126,149,19771.5,108,248,1,73,162,143,0,-1,-1,-1,1,73,162,143,0,-1,-1,-1,1,73,162,143,accident
6588,383,718,1192,1066,659,804,210,840,818,129,125,1336,121,205,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
8418,1,855,1510,1187,1101,1198,171,997,1520,101,86,1087.5,117,204,1,38,94,132,1,38,94,132,0,-1,-1,-1,0,-1,-1,-1,1,38,94,132,accident
12941,63,1531,2213,1368,1631,2240,1465,1439,1792,60,59,555,131,198,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
11249,79,1238,1783,1806,1251,1791,354,1515,1807,63,55,560.5,137,185,1,85,166,149,0,-1,-1,-1,1,85,166,149,0,-1,-1,-1,1,85,166,149,accident
13616,13,1417,2610,1886,1588,1920,475,1552,2662,53,48,500,110,191,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
10016,8,1182,1841,1511,1433,1459,8,1100,1655,67,55,525,135,186,1,41,161,131,0,-1,-1,-1,1,41,161,131,0,-1,-1,-1,1,41,161,131,accident
11480,24,1416,2127,1479,1471,2015,699,795,1595,56,44,441.5,227,118,1,40,191,156,0,-1,-1,-1,1,40,191,156,0,-1,-1,-1,1,40,191,156,accident
7060,25,841,1157,1098,906,952,2,871,1392,104,82,956,114,190,1,42,83,131,1,42,83,131,0,-1,-1,-1,0,-1,-1,-1,1,42,83,131,accident
12454,40,1339,1711,1899,1605,1613,432,1354,2446,71,72,812,114,189,1,25,109,106,1,25,109,106,0,-1,-1,-1,1,25,109,106,0,-1,-1,-1,accident
9914,44,1204,1705,1673,1430,1389,12,1102,1802,76,62,729.5,115,139,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
7356,3,820,1266,926,744,1123,307,997,1270,93,69,760.5,121,177,1,18,136,124,0,-1,-1,-1,1,18,136,124,0,-1,-1,-1,1,18,136,124,accident
9751,167,1243,1581,1490,693,1297,354,1240,1704,76,64,695,110,195,2,30,99,156,2,30,99,156,0,-1,-1,-1,1,46,90,115,1,13,107,197,accident
6818,244,889,1159,1210,825,852,119,899,893,112,93,1045.5,114,147,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
8360,193,1188,1093,1401,932,968,124,1160,1451,89,72,6432,128,141,1,52,93,122,1,52,93,122,0,-1,-1,-1,1,52,93,122,0,-1,-1,-1,accident
8150,230,1131,1307,1275,828,1223,61,1184,1263,90,67,6919.5,107,178,2,52,115,127,1,63,82,154,1,41,147,100,1,41,147,100,1,63,82,154,accident
7266,432,1121,1191,831,1108,901,0,680,1199,108,81,8301.5,117,151,1,48,122,148,1,48,122,148,0,-1,-1,-1,0,-1,-1,-1,1,48,122,148,accident
6976,98,968,1113,950,868,970,469,731,995,103,74,944,111,162,1,88,133,130,0,-1,-1,-1,1,88,133,130,0,-1,-1,-1,1,88,133,130,accident
7077,205,809,869,1313,708,985,406,713,1136,117,119,15903,137,146,1,109,126,157,0,-1,-1,-1,1,109,126,157,0,-1,-1,-1,1,109,126,157,accident
4884,16,647,711,1100,553,744,22,535,793,145,128,1237.5,118,191,1,50,80,165,1,50,80,165,0,-1,-1,-1,0,-1,-1,-1,1,50,80,165,accident
6777,354,873,1156,1209,791,918,362,673,1050,110,112,1051,103,216,1,122,85,132,1,122,85,132,0,-1,-1,-1,0,-1,-1,-1,1,122,85,132,accident
5977,214,778,1000,1103,631,920,413,609,763,108,118,946,130,216,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
6116,0,710,1109,1129,799,936,413,686,604,116,123,1103,134,214,1,16,156,143,0,-1,-1,-1,1,16,156,143,0,-1,-1,-1,1,16,156,143,accident
3975,0,379,755,773,484,508,91,429,614,205,177,2004.5,119,189,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4169,0,377,761,848,525,489,138,495,599,204,186,36869.5,131,151,1,54,146,173,0,-1,-1,-1,1,54,146,173,0,-1,-1,-1,1,54,146,173,accident
4368,94,435,693,918,497,542,16,517,683,201,193,2087.5,132,206,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4302,7,426,798,950,415,441,1,512,750,202,200,39755.5,125,163,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4054,56,475,655,829,408,428,122,492,565,164,188,1733,128,206,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
5837,284,766,1113,991,687,648,95,817,756,118,107,1001,115,187,2,51,119,144,1,50,77,149,1,51,161,139,0,-1,-1,-1,2,51,119,144,accident
6246,0,689,1174,1068,775,819,460,742,662,115,104,1055,120,195,1,81,168,144,0,-1,-1,-1,1,81,168,144,0,-1,-1,-1,1,81,168,144,accident
5380,219,756,856,744,777,666,0,577,914,127,94,12188,116,152,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
5996,258,747,981,1017,549,775,116,797,907,124,104,1124,102,186,1,97,69,119,1,97,69,119,0,-1,-1,-1,1,97,69,119,0,-1,-1,-1,accident
5297,184,794,850,998,416,673,49,777,627,136,101,15727.5,121,141,1,94,87,123,1,94,87,123,0,-1,-1,-1,1,94,87,123,0,-1,-1,-1,accident
12748,59,1385,2262,2443,1386,1484,649,1441,1635,55,61,3770.5,131,155,1,84,152,147,0,-1,-1,-1,1,84,152,147,0,-1,-1,-1,1,84,152,147,accident
11925,91,1185,1889,2059,1168,1537,1167,1337,1748,70,75,878,125,183,1,117,116,130,1,117,116,130,0,-1,-1,-1,0,-1,-1,-1,1,117,116,130,accident
9996,34,1070,1645,2081,1174,1458,603,1216,1314,78,76,743.5,133,214,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
11982,45,1359,2138,2480,1058,1265,1234,992,1392,69,69,5795.5,136,148,1,100,151,133,0,-1,-1,-1,1,100,151,133,0,-1,-1,-1,1,100,151,133,accident
9542,1,968,1765,1631,1252,1341,116,1282,1303,66,48,3097,140,123,1,60,157,131,0,-1,-1,-1,1,60,157,131,0,-1,-1,-1,1,60,157,131,accident
4460,0,315,800,853,616,518,298,465,622,199,217,2621,129,211,1,37,102,136,1,37,102,136,0,-1,-1,-1,0,-1,-1,-1,1,37,102,136,accident
3852,0,258,628,832,613,459,239,397,488,199,234,2608,145,214,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
3887,0,263,636,928,574,419,246,406,451,190,228,2461.5,140,217,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
3540,3,287,526,957,451,416,145,411,360,186,238,2424.5,206,221,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
3674,0,260,553,938,450,400,203,448,373,178,227,2258,132,204,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
6046,179,677,1090,1087,614,788,460,599,700,129,140,1439,120,195,1,94,159,139,0,-1,-1,-1,1,94,159,139,0,-1,-1,-1,1,94,159,139,accident
5631,230,609,957,968,695,690,315,552,648,137,150,1569.5,117,211,1,95,143,153,0,-1,-1,-1,1,95,143,153,0,-1,-1,-1,1,95,143,153,accident
5379,75,619,866,1127,468,760,367,546,659,151,165,1833,116,208,1,85,149,147,0,-1,-1,-1,1,85,149,147,0,-1,-1,-1,1,85,149,147,accident
5341,0,562,1093,648,878,629,488,592,551,134,103,1191.5,150,164,1,65,169,125,0,-1,-1,-1,1,65,169,125,0,-1,-1,-1,1,65,169,125,accident
5273,0,483,993,925,815,729,393,485,708,141,154,1518,146,212,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
5782,74,636,1044,1075,564,816,373,548,651,128,115,1170.5,120,195,1,84,151,131,0,-1,-1,-1,1,84,151,131,0,-1,-1,-1,1,84,151,131,accident
6302,0,661,1141,1070,735,751,199,714,1035,118,100,1090.5,130,186,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
5143,67,666,878,1028,488,669,29,653,764,135,110,1113.5,106,193,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
5580,2,700,847,950,502,719,175,758,909,126,92,1057,132,165,1,78,100,103,1,78,100,103,0,-1,-1,-1,1,78,100,103,0,-1,-1,-1,accident
6066,0,418,1024,1102,952,777,521,654,693,137,130,1380,136,202,2,75,152,137,1,103,101,128,1,47,203,145,0,-1,-1,-1,2,75,152,137,accident
5078,0,417,677,811,849,973,484,538,791,110,129,954,194,239,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4240,26,612,540,1231,332,111,39,665,688,130,139,984.5,125,125,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
5120,0,475,559,1344,736,688,171,579,874,81,116,826,172,241,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
3991,0,130,707,316,511,319,827,636,679,116,138,806,167,237,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
5053,217,736,869,863,884,588,22,182,1089,122,111,916.5,156,232,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4522,0,139,797,585,647,387,718,551,674,134,150,1226.5,91,245,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
6358,0,170,1202,478,800,494,1186,1149,813,106,116,1077,153,248,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
5507,0,335,779,599,884,686,777,774,761,124,105,1025,155,185,1,91,179,119,0,-1,-1,-1,1,91,179,119,1,91,179,119,0,-1,-1,-1,accident
5688,0,461,1035,834,860,614,314,846,714,117,92,977,79,217,1,52,180,115,0,-1,-1,-1,1,52,180,115,1,52,180,115,0,-1,-1,-1,accident
5471,16,496,977,758,800,484,351,873,835,120,93,1016,63,210,1,28,160,110,0,-1,-1,-1,1,28,160,110,1,28,160,110,0,-1,-1,-1,accident
9436,0,6,1750,8,1954,1026,2358,1530,1241,59,61,430,127,248,1,34,136,143,0,-1,-1,-1,1,34,136,143,0,-1,-1,-1,1,34,136,143,accident
8863,10,1415,1063,1761,648,1192,1498,1149,1463,49,59,372.5,119,248,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
11394,0,646,1779,1017,1466,1541,2282,1376,1631,50,54,398.5,100,245,2,17,147,156,0,-1,-1,-1,2,17,147,156,1,17,146,112,1,17,148,200,accident
8869,0,69,1117,354,1616,970,2232,1366,1479,62,64,473.5,87,247,1,57,145,130,0,-1,-1,-1,1,57,145,130,0,-1,-1,-1,1,57,145,130,accident
9107,0,277,1410,97,1493,589,2398,1741,1556,69,70,598,191,248,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
7562,0,191,1472,332,1055,843,1507,1227,1105,85,74,674,166,192,1,87,156,145,0,-1,-1,-1,1,87,156,145,0,-1,-1,-1,1,87,156,145,accident
8237,0,255,1193,734,1730,950,1905,962,1118,56,68,456.5,103,247,1,95,137,157,0,-1,-1,-1,1,95,137,157,0,-1,-1,-1,1,95,137,157,accident
7867,0,676,756,862,857,1257,1798,799,1035,65,82,649,146,211,2,50,169,128,0,-1,-1,-1,2,50,169,128,1,20,194,81,1,80,144,174,accident
7796,0,560,1433,859,967,802,1243,967,1059,89,80,804,56,225,1,25,125,122,0,-1,-1,-1,1,25,125,122,1,25,125,122,0,-1,-1,-1,accident
7660,0,706,721,559,1101,1183,1099,1186,1313,90,76,757.5,148,205,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
3627,0,131,843,324,396,436,600,573,385,186,176,1458.5,143,220,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
3226,25,228,553,321,428,466,273,472,553,201,150,1535,156,169,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
3622,0,501,571,782,189,557,8,591,475,179,149,1381,201,192,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
3890,0,332,512,420,290,535,501,693,642,179,145,1500,109,202,1,22,192,106,0,-1,-1,-1,1,22,192,106,1,22,192,106,0,-1,-1,-1,accident
5107,0,437,721,495,640,641,634,652,946,145,130,1252,91,216,1,26,179,108,0,-1,-1,-1,1,26,179,108,1,26,179,108,0,-1,-1,-1,accident
7017,0,425,1060,877,1173,597,1017,856,1082,91,91,651,168,245,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
7089,0,599,993,1512,878,614,555,920,1016,69,91,746.5,69,236,1,9,118,186,1,9,118,186,0,-1,-1,-1,0,-1,-1,-1,1,9,118,186,accident
7637,0,550,778,1103,1090,786,1302,990,1039,81,93,791,93,230,1,81,131,154,0,-1,-1,-1,1,81,131,154,0,-1,-1,-1,1,81,131,154,accident
7697,7,758,943,1835,847,970,173,970,1314,79,91,753,168,245,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
7559,0,531,850,1310,820,1022,1056,942,1360,79,94,791.5,85,223,1,11,137,194,0,-1,-1,-1,1,11,137,194,0,-1,-1,-1,1,11,137,194,accident
4043,0,103,740,393,447,457,720,626,578,169,184,1569.5,16,246,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
3702,0,270,592,634,392,500,274,484,576,197,175,1747.5,116,219,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4274,0,308,631,819,385,339,417,483,813,170,176,1613.5,17,218,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4143,0,322,588,536,533,604,301,536,709,185,169,1660.5,123,199,1,80,154,138,0,-1,-1,-1,1,80,154,138,0,-1,-1,-1,1,80,154,138,accident
4560,15,562,441,871,441,619,265,633,663,170,167,1578.5,125,203,1,60,155,145,0,-1,-1,-1,1,60,155,145,0,-1,-1,-1,1,60,155,145,accident
7058,0,117,1294,567,1156,510,1667,919,898,88,99,780,148,248,1,84,139,160,0,-1,-1,-1,1,84,139,160,0,-1,-1,-1,1,84,139,160,accident
8565,0,5,1160,325,1284,1184,2175,1546,1263,79,83,723.5,20,247,1,17,174,159,0,-1,-1,-1,1,17,174,159,0,-1,-1,-1,1,17,174,159,accident
6715,0,238,978,717,1292,821,1216,782,959,79,100,807,158,235,1,36,130,197,0,-1,-1,-1,1,36,130,197,0,-1,-1,-1,1,36,130,197,accident
7622,38,1070,1187,1388,712,869,484,993,999,94,87,851.5,184,237,1,93,140,145,0,-1,-1,-1,1,93,140,145,0,-1,-1,-1,1,93,140,145,accident
8093,0,8,1467,193,1431,686,1942,1188,1225,72,83,714,155,247,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
12807,0,40,2741,169,2259,928,2955,1482,2118,44,40,1540,104,235,1,51,139,151,0,-1,-1,-1,1,51,139,151,0,-1,-1,-1,1,51,139,151,accident
11362,0,57,1930,493,2140,1387,3044,1828,1093,49,48,363.5,229,244,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
20650,11,2381,1852,2942,3170,2022,3644,3431,1244,56,52,1123.5,26,158,2,43,132,149,1,32,87,177,1,54,176,121,1,54,176,121,1,32,87,177,accident
10811,0,239,2095,716,1258,974,1777,2205,2199,59,54,452,210,188,1,11,178,126,0,-1,-1,-1,1,11,178,126,0,-1,-1,-1,1,11,178,126,accident
9799,0,593,1255,1339,1877,910,843,1597,2048,59,50,427.5,69,225,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4895,0,806,799,332,586,596,439,586,757,157,107,17213,2,200,1,40,127,135,0,-1,-1,-1,1,40,127,135,0,-1,-1,-1,1,40,127,135,accident
4845,0,549,756,594,512,705,147,751,861,139,90,1174.5,121,192,1,28,126,99,0,-1,-1,-1,1,28,126,99,1,28,126,99,0,-1,-1,-1,accident
7041,0,766,991,1054,774,909,483,768,1414,107,102,951.5,129,176,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
5817,542,765,522,690,970,823,0,546,967,118,102,981.5,96,195,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
4937,7,481,933,530,516,613,706,732,677,128,104,999.5,75,219,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
6733,0,17,1116,219,918,718,1263,1153,1391,119,113,1105,193,239,1,72,166,165,0,-1,-1,-1,1,72,166,165,0,-1,-1,-1,1,72,166,165,accident
8013,0,347,1327,744,649,892,1125,1219,1643,95,93,873.5,163,205,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
7207,0,39,1466,584,1283,991,977,839,1154,96,98,831,152,217,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
7769,0,402,1521,519,1151,710,1405,831,1129,95,94,826,77,242,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
6678,0,58,1037,626,1309,822,891,747,1207,83,107,907.5,86,222,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
6787,432,762,885,954,958,946,0,613,1198,133,133,1517.5,101,193,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
6549,550,761,1028,784,866,1013,0,499,1044,132,119,1437,162,224,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
5515,508,634,938,422,941,865,0,283,994,148,127,1463.5,104,196,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
6000,310,715,961,755,814,920,0,406,1145,133,117,13875,112,155,1,19,79,187,1,19,79,187,0,-1,-1,-1,0,-1,-1,-1,1,19,79,187,accident
7299,614,1383,1310,675,450,1064,0,473,1342,116,114,1203.5,91,210,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
3853,241,391,604,517,346,705,0,410,729,242,240,2781,1,244,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
3781,11,299,701,665,422,656,12,452,587,233,218,2536,140,211,1,51,90,161,1,51,90,161,0,-1,-1,-1,0,-1,-1,-1,1,51,90,161,accident
3683,32,384,665,581,370,686,0,363,676,233,211,2568,120,198,1,11,119,197,1,11,119,197,0,-1,-1,-1,0,-1,-1,-1,1,11,119,197,accident
3799,191,344,588,444,573,661,0,220,787,235,238,2601,118,213,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
3552,84,397,408,582,451,557,2,284,802,222,227,2247,5,236,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
9644,579,1035,1414,1293,1057,1891,0,801,1846,85,77,866.5,111,154,1,93,82,145,1,93,82,145,0,-1,-1,-1,0,-1,-1,-1,1,93,82,145,accident
8482,964,776,1124,831,1549,1322,0,387,1787,93,89,883,117,196,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
8705,1038,905,1428,838,1162,1621,0,701,1449,72,84,751,103,190,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
8365,245,975,1254,1338,890,1506,2,1066,1175,90,75,798,113,181,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
10393,38,1017,1654,1947,1233,1720,0,948,1825,81,81,820.5,121,204,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,accident
